the_geom,company,boro,building,street,cb,installati,active,payphones_,x_coordina,y_coordina,curbside,wifi,advertisin,electrifie,zoning,distrct_co
POINT (-73.9500301241221 40.65519350442218),CityBridge LLC,BK,1295,NOSTRAND AVENUE,17,13689,Y,1,998115,177985,YES,N,Y,N,C2-3\R7-1,40
POINT (-73.98457590934677 40.75930671172766),CityBridge LLC,MN,704,7 AVENUE,5,14361,Y,2,988523,215913,YES,N,Y,N,C6-7T/MID,4
POINT (-73.98310948480069 40.762860948646036),CityBridge LLC,MN,1674,BROADWAY,5,10257,Y,2,988929,217208,YES,N,Y,N,C6-7/MID,4
POINT (-73.97948547208016 40.761943616232344),CityBridge LLC,MN,100,WEST 53 STREET,5,14374,Y,2,989933,216874,YES,N,Y,N,C5-3/MID,4
POINT (-73.99105873205117 40.73340245530136),CityBridge LLC,MN,828,BROADWAY,2,14473,Y,2,986728,206475,YES,N,Y,N,C6-1,2
POINT (-73.98858575195015 40.74112048117979),CityBridge LLC,MN,14,EAST 23 STREET,5,14502,Y,2,987413,209287,YES,N,Y,N,C6-4M,2
POINT (-73.95280684100153 40.81084692054433),CityBridge LLC,MN,350,WEST 125 STREET,9,12473,Y,1,997314,234694,YES,N,N,N,C4-4,9
POINT (-73.9915021147041 40.76509334872809),CityBridge LLC,MN,747,10 AVENUE,4,4048,Y,1,986604,218021,YES,N,Y,N,C2-5/R8/CL,3
POINT (-73.9923217094775 40.76396531735362),CityBridge LLC,MN,719,10 AVENUE,4,10325,Y,2,986377,217610,YES,N,Y,N,C2-5/R8/CL,3
POINT (-73.98958480543692 40.767725398091315),CityBridge LLC,MN,829,10 AVENUE,4,10326,Y,2,987135,218980,YES,N,Y,Y,C2-7/CL,6
POINT (-73.9878678166079 40.75988624640356),CityBridge LLC,MN,733,8 AVENUE,4,14328,Y,2,987611,216124,YES,N,Y,N,C6-4,3
POINT (-73.96677491101627 40.798994580159864),CityBridge LLC,MN,896,AMSTERDAM AVENUE,7,3941,Y,1,993449,230374,YES,N,Y,N,C1-5/R8,7
POINT (-73.93147020499565 40.84734091795228),CityBridge LLC,MN,2416,AMSTERDAM AVENUE,12,13513,Y,1,1003210,247994,YES,N,Y,N,C8-3,10
POINT (-73.98272143417397 40.74195415498601),CityBridge LLC,MN,135,EAST 27 STREET,6,14026,Y,1,989038,209591,YES,N,Y,N,C6-2A,2
POINT (-73.98158347936113 40.746320875943),CityBridge LLC,MN,101,EAST 33 STREET,5,14020,Y,2,989353,211182,YES,N,Y,Y,C5-3,2
POINT (-73.94987927678939 40.827193231067845),CityBridge LLC,MN,3560,BROADWAY,9,6813,Y,1,998121,240650,YES,N,N,N,C1-4/R7-2,7
POINT (-73.96029226828695 40.80410046544634),CityBridge LLC,MN,30,MORNINGSIDE DRIVE,9,5322,Y,1,995243,232235,YES,N,N,N,R8,7
POINT (-73.98479875224818 40.74767999587824),CityBridge LLC,MN,1,EAST 33 STREET,5,10258,Y,2,988462,211677,YES,N,Y,N,C5-2,4
POINT (-73.99028961472636 40.737231323989576),CityBridge LLC,MN,860,BROADWAY,5,10259,Y,2,986941,207870,YES,N,Y,N,C6-4/US,2
POINT (-73.98801118717356 40.76553768648619),CityBridge LLC,MN,400,WEST 53 STREET,4,3946,Y,1,987571,218183,YES,N,Y,N,C1-5/R8/CL,3
POINT (-73.98211221813126 40.76638504670293),CityBridge LLC,MN,250,WEST 57 STREET,5,9932,Y,2,989205,218492,YES,N,Y,N,C5-3/MID,3
POINT (-73.96939757575997 40.79793584134992),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2659,BROADWAY,7,10700,Y,2,992723,229988,YES,N,Y,Y,C1-5\R9A,6
POINT (-73.94284428284533 40.7933173326206),CityBridge LLC,MN,199,EAST 109 STREET,11,13455,Y,1,1000076,228309,YES,N,Y,N,C1-5/R8A,8
POINT (-74.01367164887421 40.62765138938639),CityBridge LLC,BK,7101,FT HAMILTON PARKWAY,10,1628,Y,1,980455,167947,YES,N,Y,N,C1-3\R6B,43
POINT (-73.9789174944958 40.77725916216589),CityBridge LLC,MN,256,COLUMBUS AVENUE,7,11434,Y,2,990089,222454,YES,N,N,N,C4-6A,6
POINT (-73.92643820677617 40.740112187685796),CityBridge LLC,QU,39-20,48 AVENUE,2,2060,Y,1,1004635,208928,YES,N,Y,N,R5,26
POINT (-73.95800387679054 40.618240877217744),CityBridge LLC,BK,1701,AVENUE M,14,13549,Y,1,995909,164521,YES,N,Y,N,C2-3/R6,44
POINT (-73.93905100010059 40.68811729544172),CityBridge LLC,BK,275,SUMNER AVENUE,3,11429,Y,1,1001153,189982,YES,N,N,N,C1-3/R6,36
POINT (-73.9309815112204 40.67039522053592),CityBridge LLC,BK,240,UTICA AVENUE,8,6979,Y,1,1003396,183527,YES,N,N,N,C4-3,35
POINT (-73.86500921658299 40.876936044434984),CityBridge LLC,BX,743,EAST GUN HILL ROAD,12,6980,Y,1,1021581,258798,YES,N,N,N,R6,12
POINT (-73.87826261629355 40.87267729626725),CityBridge LLC,BX,319,EAST 204 STREET,7,11430,Y,1,1017918,257241,YES,N,N,N,C1-3/R7-1,11
POINT (-73.87612161429686 40.83991697784995),CityBridge LLC,BX,1138,EAST TREMONT AVENUE,6,6984,Y,1,1018527,245306,YES,N,N,N,M1-1,17
POINT (-73.94986340404314 40.68041519378209),CityBridge LLC,BK,1289,FULTON STREET,3,12485,Y,1,998156,187174,YES,N,N,N,C4-3,36
POINT (-73.98226430715118 40.76463118038019),CityBridge LLC,MN,1727,BROADWAY,5,14315,Y,2,989163,217853,YES,N,Y,N,C6-6/MID,3
POINT (-73.85914775768165 40.84613348212449),CityBridge LLC,BX,1761,BRONXDALE AVENUE,11,6974,Y,1,1023220,247578,YES,N,N,N,R5,13
POINT (-73.96523578154321 40.806860510621384),CityBridge LLC,MN,600,WEST 114 STREET,9,13914,Y,1,993874,233240,YES,N,Y,N,C1-4/R8,7
POINT (-73.92052920426794 40.82623530219398),CityBridge LLC,BX,215,EAST 161 STREET,4,13391,Y,2,1006244,240307,YES,N,Y,N,C4-6,16
POINT (-73.93693267172881 40.84242551833432),CityBridge LLC,MN,113,AUDUBON AVENUE,12,6536,Y,1,1001700,246202,YES,N,N,N,R7-2,10
POINT (-73.97747807179715 40.78432383834463),CityBridge LLC,MN,434,AMSTERDAM AVENUE,7,10205,Y,2,990487,225028,YES,N,Y,Y,C2-7A,6
POINT (-73.95310908100794 40.81768688869115),CityBridge LLC,MN,1481,AMSTERDAM AVENUE,9,5354,Y,1,997229,237186,YES,N,N,N,C1-4/R7-2,9
POINT (-73.95787120197895 40.77708870540662),CityBridge LLC,MN,131,EAST 82 STREET,8,3960,Y,1,995918,222394,YES,N,Y,N,C1-8X,4
POINT (-73.96604223566861 40.805049232791895),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2864,BROADWAY,9,10724,Y,2,993651,232580,YES,N,Y,Y,C1-4/R8,7
POINT (-73.93923116750753 40.84255575346417),CityBridge LLC,MN,4040,BROADWAY,12,13521,Y,2,1001064,246249,YES,N,Y,N,C2-4/R7-2,10
POINT (-73.98292236789406 40.732380487496144),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,354,EAST 15 STREET,6,5937,Y,1,988983,206103,YES,N,Y,Y,C1-7A,2
POINT (-73.94046822501001 40.845468533322624),CityBridge LLC,MN,306,FT WASHINGTON AVENUE,12,6989,Y,1,1000721,247310,YES,N,N,N,R8,10
POINT (-73.99363998863755 40.75705413354094),CityBridge LLC,MN,539,9 AVENUE,4,3961,Y,1,986012,215092,YES,N,Y,N,C6-2A,3
POINT (-73.98568036737576 40.72618594988842),CityBridge LLC,MN,410,EAST 6 STREET,3,10271,Y,2,988219,203846,YES,N,Y,N,C2-5/R7-2,2
POINT (-73.9578637019852 40.80605933702574),CityBridge LLC,MN,27,MORNINGSIDE AVENUE,10,5352,Y,1,995915,232949,YES,N,N,N,R8A R7A,9
POINT (-73.98629250536409 40.76709925255043),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,860,9 AVENUE,4,5935,Y,1,988047,218752,YES,N,Y,Y,C1-5/R8/CL,3
POINT (-73.98099589321811 40.78191185073402),CityBridge LLC,MN,2162,BROADWAY,7,9939,Y,2,989513,224149,YES,N,Y,Y,C4-6A,6
POINT (-74.00322268409379 40.74390692358001),CityBridge LLC,MN,145,9 AVENUE,4,14543,Y,1,983357,210302,YES,N,Y,N,C2-5/R8,3
POINT (-73.98025520447311 40.78345152222378),CityBridge LLC,MN,2206,BROADWAY,7,9940,Y,2,989718,224710,YES,N,Y,Y,C4-6A,6
POINT (-73.99629112011509 40.726013860896266),CityBridge LLC,MN,625,BROADWAY,2,9941,Y,2,985278,203783,YES,N,Y,N,C6-2,1
POINT (-73.98069233822521 40.78274071011796),CityBridge LLC,MN,2187,BROADWAY,7,9942,Y,2,989597,224451,YES,N,Y,N,C4-6A,6
POINT (-73.97748071458683 40.78718659554072),CityBridge LLC,MN,2321,BROADWAY,7,3428,Y,1,990486,226071,YES,N,Y,N,C4-6A,6
POINT (-73.99083554517892 40.755818809257434),CityBridge LLC,MN,615,8 AVENUE,4,14201,Y,2,986789,214642,YES,N,Y,N,M1-6/GC,3
POINT (-73.97734071923304 40.667998288270915),CityBridge LLC,BK,519,8 AVENUE,6,11423,Y,2,990536,182647,YES,N,N,N,R7B,39
POINT (-73.94156221058441 40.74804494990856),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,27-20,43 AVENUE,2,5933,Y,1,1000442,211815,YES,N,Y,Y,M1-6/R10/LIC,26
POINT (-73.7619998581769 40.68868056220286),CityBridge LLC,QU,118-67,FARMERS BOULEVARD,12,6975,Y,1,1050254,190271,YES,N,N,N,R3-2,27
POINT (-74.0036542836714 40.717291020108085),CityBridge LLC,MN,360,BROADWAY,1,14251,Y,2,983237,200605,YES,N,Y,N,C6-4A,1
POINT (-73.97712640470652 40.756859906055524),CityBridge LLC,MN,18,EAST 48 STREET,5,14163,Y,2,990587,215022,YES,N,Y,N,C5-3/MID,4
POINT (-73.98618521907146 40.76219987552943),CityBridge LLC,MN,829,8 AVENUE,4,14334,Y,1,988077,216967,YES,N,Y,N,C6-2/CL,3
POINT (-73.99906530526107 40.744483362363816),CityBridge LLC,MN,232,8 AVENUE,4,14533,Y,1,984509,210512,YES,N,Y,N,C1-6A,3
POINT (-73.97989300967885 40.73925560527821),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,442,2 AVENUE,6,5936,Y,1,989822,208608,YES,N,Y,Y,R8,2
POINT (-73.97989300967885 40.73925560527821),CityBridge LLC,MN,442,2 AVENUE,6,3959,Y,1,989822,208608,YES,N,Y,N,R8,2
POINT (-73.97832125664786 40.756560959894635),CityBridge LLC,MN,1,EAST 47 STREET,5,14177,Y,2,990256,214913,YES,N,Y,N,C5-3/MID,4
POINT (-73.99985932387438 40.71160942243693),CityBridge LLC,MN,23,ST JAMES PLACE,3,14518,Y,1,984289,198535,YES,N,Y,N,C1-5/R7-2,1
POINT (-73.90529050073563 40.87293868723075),CityBridge LLC,BX,269,WEST KINGSBRIDGE ROAD,8,11424,Y,1,1010443,257327,YES,N,N,N,C1-3/R6,14
POINT (-73.88509937658975 40.74965754837492),CityBridge LLC,QU,81-02,37 AVENUE,3,1193,Y,1,1016086,212418,YES,N,Y,N,C4-3,21
POINT (-74.00650892760399 40.65570372507243),CityBridge LLC,BK,948,3 AVENUE,7,6967,Y,1,982444,178167,YES,N,N,N,M3-1,38
POINT (-73.85500452299505 40.8217909570318),CityBridge LLC,BX,767,PUGSLEY AVENUE,9,6968,Y,1,1024381,238711,YES,N,N,N,R6,18
POINT (-73.91322527935306 40.80795568691169),CityBridge LLC,BX,325,CYPRESS AVENUE,1,6963,Y,1,1008272,233649,YES,N,N,N,C1-4/R6,8
POINT (-73.89451636286661 40.7264020197965),CityBridge LLC,QU,69-28,GRAND AVENUE,5,13742,Y,2,1013487,203942,YES,N,Y,N,C1-2/R6B,30
POINT (-73.9842027919431 40.764881233992476),CityBridge LLC,MN,910,8 AVENUE,5,14347,Y,1,988626,217944,YES,N,Y,,C6-4/MID,3
POINT (-73.95883240583264 40.77583196314539),CityBridge LLC,MN,133,EAST 80 STREET,8,3964,Y,1,995652,221936,YES,N,Y,N,C1-8X,4
POINT (-73.97510079969314 40.78758958161683),CityBridge LLC,MN,536,AMSTERDAM AVENUE,7,10279,Y,2,991145,226218,YES,N,Y,N,C1-5/R10A,6
POINT (-73.98423238285962 40.74662868093197),CityBridge LLC,MN,21,EAST 32 STREET,5,14076,Y,1,988619,211294,YES,N,Y,N,C5-2,4
POINT (-73.97325316474765 40.748402507082254),CityBridge LLC,MN,743,2 AVENUE,6,3965,Y,1,991661,211941,YES,N,Y,N,C1-9,4
POINT (-73.90393045139136 40.66806196349751),CityBridge LLC,BK,414,SUTTER AVENUE,16,12486,Y,1,1010901,182684,YES,N,N,N,R6,41
POINT (-73.95044270119018 40.77902353423971),CityBridge LLC,MN,300,EAST 88 STREET,8,13886,Y,2,997975,223100,YES,N,Y,N,C2-8,5
POINT (-73.95948735001282 40.77941133202771),CityBridge LLC,MN,36,EAST 84 STREET,8,3966,Y,1,995470,223240,YES,N,Y,N,C5-1/MP,4
POINT (-73.93399938171945 40.65156505449599),CityBridge LLC,BK,4618,CHURCH AVENUE,17,16084,Y,1,1002564,176666,YES,N,Y,N,C2-2/R5,45
POINT (-73.99396093865184 40.72054071498804),CityBridge LLC,MN,178,BOWERY,2,3354,Y,1,985924,201789,YES,N,Y,N,C6-1/LI,1
POINT (-73.98506221975182 40.763739535957704),CityBridge LLC,MN,875,8 AVENUE,4,14336,Y,1,988388,217528,YES,N,Y,N,C6-4/CL,3
POINT (-73.9573719169179 40.62075212956326),CityBridge LLC,BK,1819,AVENUE L,14,7000,Y,1,996084,165436,YES,N,N,N,R6,44
POINT (-73.77044306574565 40.76249075585178),CityBridge LLC,QU,42-02,BELL BOULEVARD,11,13710,Y,1,1047842,217156,YES,N,Y,N,C1-2/R6B,19
POINT (-73.99477563220438 40.63635306261664),CityBridge LLC,BK,4924,NEW UTRECHT AVENUE,12,13663,Y,1,985700,171117,YES,N,Y,N,C1-3/R6,44
POINT (-73.97636749936316 40.59662536552033),CityBridge LLC,BK,206,AVENUE U,15,13553,Y,2,990813,156644,YES,N,Y,N,C1-3/R5,47
POINT (-73.89362566379806 40.669614675810024),CityBridge LLC,BK,679,SUTTER AVENUE,5,7012,Y,1,1013759,183253,YES,N,N,N,C1-3/R6,42
POINT (-73.90355561993431 40.86496390676495),CityBridge LLC,BX,2487,UNIVERSITY AVENUE,7,11447,Y,1,1010926,254422,YES,N,N,N,R6,14
POINT (-73.8615916684528 40.88580284141423),CityBridge LLC,BX,3901,WHITE PLAINS ROAD,12,11448,Y,1,1022521,262030,YES,N,N,N,C2-2/R5,12
POINT (-73.85241634998684 40.85166663282728),CityBridge LLC,BX,1876,WILLIAMSBRIDGE ROAD,11,7016,Y,1,1025079,249597,YES,N,N,N,C1-2/R3-2,13
POINT (-73.90896111735974 40.87518131156505),CityBridge LLC,BX,5231,BROADWAY,8,7018,Y,1,1009427,258143,YES,N,N,N,C1-3\R6,10
POINT (-73.99853467389353 40.750346140042495),CityBridge LLC,MN,333,9 AVENUE,4,3967,Y,1,984656,212648,YES,N,Y,N,M1-5,3
POINT (-73.79237080794285 40.706415717116926),CityBridge LLC,QU,168-03,JAMAICA AVENUE,12,15179,Y,1,1041816,196711,YES,N,Y,N,C4-2,27
POINT (-73.94447964920026 40.83306719049963),CityBridge LLC,MN,580,WEST 156 STREET,12,7006,Y,1,999614,242791,YES,N,N,N,C2-4/R8,7
POINT (-73.98457111712223 40.76441193304845),CityBridge LLC,MN,897,8 AVENUE,4,3963,Y,1,988524,217773,YES,N,Y,N,C1-5/R8/CL,3
POINT (-73.94360817997094 40.79111094526769),CityBridge LLC,MN,246,EAST 106 STREET,11,11154,Y,1,999865,227505,YES,N,N,N,C1-5/R8A/TA,8
POINT (-73.97773771816989 40.74216190053571),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,540,2 AVENUE,6,10725,Y,1,990419,209667,YES,N,Y,Y,C1-8,2
POINT (-73.99793223217877 40.74097281167964),CityBridge LLC,MN,132,7 AVENUE,4,6990,Y,1,984823,209233,YES,N,N,N,C6-3A,3
POINT (-73.92367755131247 40.740162541558156),CityBridge LLC,QU,41-25,GREENPOINT AVENUE,2,6991,Y,1,1005400,208947,YES,N,N,N,C1-2/R5,26
POINT (-73.91872117362999 40.75933122166293),CityBridge LLC,QU,31-90,STEINWAY STREET,1,13861,Y,2,1006767,215932,YES,N,Y,N,C4-2A,22
POINT (-73.98738399225363 40.760547677651886),CityBridge LLC,MN,771,8 AVENUE,4,14594,Y,1,987745,216365,YES,N,Y,,C6-4/CL,3
POINT (-73.86187502136261 40.82601253634645),CityBridge LLC,BX,1865,BRUCKNER BOULEVARD,9,13383,Y,1,1022477,240246,YES,N,Y,N,C2-1/R5,18
POINT (-74.0086596515932 40.704313515408735),CityBridge LLC,MN,76,WATER STREET,1,14430,Y,2,981849,195877,YES,N,Y,Y,C5-5/LM,1
POINT (-73.98046675770742 40.75161805590088),CityBridge LLC,MN,20,EAST 40 STREET,5,14084,Y,2,989662,213112,YES,N,Y,N,C5-3/MID,4
POINT (-74.01188139804275 40.70979177657824),CityBridge LLC,MN,106,LIBERTY STREET,1,3429,Y,1,980956,197873,YES,N,Y,N,C5-5/LM,1
POINT (-73.99277662641632 40.76334229028742),CityBridge LLC,MN,703,10 AVENUE,4,3962,Y,1,986251,217383,YES,N,Y,N,C2-5/R8/CL,3
POINT (-73.86091908445731 40.75783494619604),CityBridge LLC,QU,108-01,NORTHERN BOULEVARD,3,6961,Y,1,1022781,215407,YES,N,Y,N,C2-4/R4,21
POINT (-73.8785663996743 40.73999206270516),CityBridge LLC,QU,84-02,BROADWAY,4,6996,Y,1,1017901,208899,YES,N,Y,N,C1-2/R7A,25
POINT (-73.98564971085193 40.76802415188736),CityBridge LLC,MN,879,9 AVENUE,4,10277,Y,2,988225,219089,YES,N,Y,N,C1-8/CL,3
POINT (-73.97136055679663 40.760179757653574),CityBridge LLC,MN,101,EAST 55 STREET,5,14146,Y,1,992184,216232,YES,N,Y,N,C5-3/MID,4
POINT (-73.98347596822634 40.72614997279969),CityBridge LLC,MN,111,AVENUE A,3,14579,Y,1,988830,203833,YES,N,Y,N,C1-5/R7-2,2
POINT (-73.98332620903987 40.74791035100428),CityBridge LLC,MN,34,EAST 34 STREET,5,14081,Y,2,988870,211761,YES,N,Y,N,C5-2,4
POINT (-73.99388441617434 40.72886281532016),CityBridge LLC,MN,711,BROADWAY,2,14474,Y,1,985945,204821,YES,N,Y,N,C6-2,1
POINT (-73.95284328256902 40.81039954566071),CityBridge LLC,MN,288,ST NICHOLAS AVENUE,10,13498,Y,1,997304,234531,YES,N,Y,N,C4-5,9
POINT (-73.8308754406847 40.76108571029148),CityBridge LLC,QU,37-27,MAIN STREET,7,13866,Y,1,1031102,216606,YES,N,Y,N,C4-3,20
POINT (-73.98947020379025 40.73905925701931),CityBridge LLC,MN,15,EAST 20 STREET,5,10278,Y,2,987168,208536,YES,N,Y,N,M1-5M,2
POINT (-73.96440311271978 40.756291259531196),CityBridge LLC,MN,983,1 AVENUE,6,10204,Y,2,994112,214816,YES,N,Y,Y,C1-5/R10,4
POINT (-73.97074920285571 40.79604781912569),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2600,BROADWAY,7,10727,Y,2,992349,229300,YES,N,Y,Y,C1-5/R8,7
POINT (-73.9883128493778 40.774529484551124),CityBridge LLC,MN,94,WEST END AVENUE,7,10513,Y,1,987487,221459,YES,N,N,N,R8,6
POINT (-73.97524859719589 40.74943772324159),CityBridge LLC,MN,201,EAST 40 STREET,6,3427,Y,1,991108,212318,YES,N,Y,N,NZS,4
POINT (-73.98724484292516 40.73318526043493),CityBridge LLC,MN,123,3 AVENUE,3,14493,Y,2,987785,206396,YES,N,Y,N,C1-9A,2
POINT (-73.99131930127064 40.75515461831212),CityBridge LLC,MN,589,8 AVENUE,4,14326,Y,2,986655,214400,YES,N,Y,N,M1-6/GC,3
POINT (-73.97225507525658 40.75316989740352),CityBridge LLC,MN,200,EAST 46 STREET,6,10272,Y,2,991937,213678,YES,N,Y,N,C5-3/MID,4
POINT (-73.98606951596766 40.763102881933236),CityBridge LLC,MN,301,WEST 51 STREET,4,14339,Y,1,988109,217296,YES,N,Y,N,C6-4 R8,3
POINT (-73.99503352054474 40.75371384671512),CityBridge LLC,MN,380,WEST 35 STREET,4,3955,Y,1,985626,213875,YES,N,Y,Y,C6-4,3
POINT (-73.9730575588709 40.750172824010484),CityBridge LLC,MN,238,EAST 42 STREET,6,10273,Y,2,991715,212586,YES,N,Y,N,C5-2/TA,4
POINT (-73.98301608722726 40.74690572765135),CityBridge LLC,MN,40,EAST 33 STREET,5,10274,Y,2,988956,211395,YES,N,Y,,C5-2,2
POINT (-73.95290833966601 40.81545809423321),CityBridge LLC,MN,71,CONVENT AVENUE,9,6909,Y,1,997285,236374,YES,N,N,N,R7-2,9
POINT (-73.98999764615183 40.73511783914406),CityBridge LLC,MN,18,UNION SQUARE EAST,5,14484,Y,2,987022,207100,YES,N,Y,,C6-4,2
POINT (-73.85809442673373 40.680816202959264),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,80-16,101 AVENUE,9,16044,Y,2,1023609,187348,YES,N,N,N,C2-2\R5,32
POINT (-73.84622711803608 40.87707173902539),CityBridge LLC,BX,3500,BOSTON ROAD,12,13414,Y,2,1026775,258856,YES,N,Y,N,C2-2\R5,12
POINT (-73.95531334404417 40.77937410743845),CityBridge LLC,MN,138,EAST 86 STREET,8,12477,Y,2,996626,223227,YES,N,N,N,C5-1A,5
POINT (-73.93629329183649 40.849630022155694),CityBridge LLC,MN,4240,BROADWAY,12,13527,Y,2,1001875,248827,YES,N,Y,Y,C1-4\R7-2,10
POINT (-73.99099282762964 40.74047293328509),CityBridge LLC,MN,1,WEST 21 STREET,5,11389,Y,1,986746,209051,YES,N,N,N,C6-4M,3
POINT (-73.99849164230649 40.7380441702326),CityBridge LLC,MN,160,WEST 14 STREET,2,14603,Y,2,984668,208166,YES,N,Y,Y,C6-3A,3
POINT (-73.8141683538422 40.6825514755419),CityBridge LLC,QU,127-03,111 AVENUE,10,16103,Y,1,1035791,188003,YES,N,Y,N,C1-2/R3-2,28
POINT (-73.92196070852924 40.76715323590254),CityBridge LLC,QU,30-20,30 AVENUE,1,16138,Y,1,1005867,218781,YES,N,N,N,C1-2/R6,22
POINT (-73.9120397120536 40.76750839483205),CityBridge LLC,QU,25-97,STEINWAY STREET,1,6911,Y,1,1008615,218913,YES,N,N,N,C4-2A,22
POINT (-73.93708100423916 40.69323523176788),CityBridge LLC,BK,111,LEWIS AVENUE,3,11394,Y,1,1001698,191847,YES,N,N,N,C2-3/R6,36
POINT (-73.86561153904486 40.854449422404095),CityBridge LLC,BX,750,LYDIG AVENUE,11,11395,Y,1,1021427,250605,YES,N,N,N,C1-3\R7-1,13
POINT (-73.87855859171181 40.872963056467036),CityBridge LLC,BX,300,EAST 204 STREET,7,6913,Y,1,1017836,257345,YES,N,N,N,R5D R6B\C1-4,11
POINT (-73.99095763857343 40.73386082133012),CityBridge LLC,MN,840,BROADWAY,2,9935,Y,2,986756,206642,YES,N,Y,N,C6-1,2
POINT (-73.94676980067038 40.81162379247278),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,212,WEST 129 STREET,10,5928,Y,1,998985,234978,YES,N,N,N,R7-2,9
POINT (-73.99793472472402 40.66056215189871),CityBridge LLC,BK,758,4 AVENUE,7,9443,Y,1,984823,179937,YES,N,Y,N,M1-2D,38
POINT (-73.97744900477834 40.774190267768056),CityBridge LLC,MN,88,CENTRAL PARK WEST,7,5341,Y,1,990496,221336,YES,N,N,N,R10A,6
POINT (-73.94032214659167 40.8511747006981),CityBridge LLC,MN,93,CABRINI BOULEVARD,12,6890,Y,1,1000760,249389,YES,N,N,N,C1-4\R7-2,10
POINT (-73.97779186016078 40.74212897397851),CityBridge LLC,MN,539,2 AVENUE,6,3952,Y,1,990404,209655,YES,N,Y,N,C1-8A,2
POINT (-73.98292648779413 40.74446563216896),CityBridge LLC,MN,101,EAST 30 STREET,5,14056,Y,1,988981,210506,YES,N,Y,N,C6-4A,2
POINT (-73.98706221941788 40.744573216240475),CityBridge LLC,MN,2,EAST 28 STREET,5,3953,Y,1,987835,210545,YES,N,Y,N,C5-2,2
POINT (-73.97021362756969 40.75803582158396),CityBridge LLC,MN,164,EAST 53 STREET,6,14130,Y,2,992502,215451,YES,N,Y,Y,NZS,4
POINT (-73.98579007363269 40.71929113103517),CityBridge LLC,MN,147,RIVINGTON STREET,3,5342,Y,1,988189,201334,YES,N,N,N,R7A,1
POINT (-73.8284312335161 40.85232786636084),CityBridge LLC,BX,3251,WESTCHESTER AVENUE,10,13404,Y,1,1031714,249850,YES,N,Y,N,C2-4\R7-1 R5A,13
POINT (-73.95250780643698 40.78947635129361),CityBridge LLC,MN,1445,MADISON AVENUE,11,5343,Y,1,997401,226908,YES,N,N,N,R7-2,8
POINT (-73.9796853282741 40.781296806543295),CityBridge LLC,MN,340,AMSTERDAM AVENUE,7,3954,Y,1,989876,223925,YES,N,Y,N,C2-7A,6
POINT (-73.90865779970568 40.85381633804778),CityBridge LLC,BX,23,WEST BURNSIDE AVENUE,5,11398,Y,1,1009519,250359,YES,N,N,N,C1-4/R7-1,14
POINT (-73.97760141368151 40.76116924776219),CityBridge LLC,MN,57,WEST 53 STREET,5,14373,Y,1,990455,216592,YES,N,Y,N,C6-6/MID,4
POINT (-73.97869482712608 40.76224813919546),CityBridge LLC,MN,1336,6 AVENUE,5,13938,Y,1,990152,216985,YES,N,N,N,C6-6,4
POINT (-73.98503673142842 40.74864617849122),CityBridge LLC,MN,1,WEST 34 STREET,5,14384,Y,2,988396,212029,YES,N,Y,N,C5-3/MID,4
POINT (-73.99396127685826 40.75662322587063),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,523,9 AVENUE,4,10717,Y,2,985923,214935,YES,N,Y,,C6-2A,3
POINT (-73.99439086216293 40.75599744568756),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,502,9 AVENUE,4,10718,Y,2,985804,214707,YES,N,Y,Y,C1-7A,3
POINT (-73.99247565247246 40.74337149659852),CityBridge LLC,MN,727,6 AVENUE,4,14387,Y,1,986335,210107,YES,N,Y,N,C6-4X,3
POINT (-73.9904663454918 40.71259988683899),CityBridge LLC,MN,200,MADISON STREET,3,10512,Y,2,986893,198896,YES,N,N,N,R7-2,1
POINT (-73.92514911413865 40.827564091237385),CityBridge LLC,BX,72,EAST 161 STREET,4,13393,Y,2,1004965,240790,YES,N,Y,,C6-3D\R8,8
POINT (-73.91788833027684 40.77024098433578),CityBridge LLC,QU,25-08,31 STREET,1,13862,Y,2,1006994,219907,YES,N,Y,N,C1-2/R6,22
POINT (-73.83725971020169 40.57993942951877),CityBridge LLC,QU,204,BEACH 116 STREET,14,6906,Y,1,1029456,150606,YES,N,N,N,C1-2/R5,32
POINT (-73.87712298387372 40.82802520165622),CityBridge LLC,BX,1180,WARD AVENUE,9,15892,Y,1,1018256,240973,YES,N,Y,N,C4-2,18
POINT (-73.7374616220013 40.768456030363765),CityBridge LLC,QU,250-06,NORTHERN BOULEVARD,11,6958,Y,1,1056972,219355,YES,N,N,N,C1-2/R3-1,19
POINT (-73.92676709826749 40.76263305527375),CityBridge LLC,QU,29-19,BROADWAY,1,11417,Y,1,1004537,217133,YES,N,N,N,C1-4/R6B,22
